8842_302201_000003_000000	Thereafter, this sonnet bred in me desire to write down in verse four other things touching my condition, the which things it seemed to me that I had not yet made manifest.	Thereafter, this sonnet bred in me desire to write down in verse four other things touching my condition, the which things it seemed to me that I had not yet made manifest.
8842_302201_000003_000002	And I said these four things in a sonnet, which is this:--	And I said these four things in a sonnet, which is this:--
8842_302201_000006_000001	But albeit I spake not to her again, yet it behoved me afterward to write of another matter, more noble than the foregoing.	But albeit I spake not to her again, yet it behoved me afterward to write of another matter, more noble than the foregoing.
8842_302201_000006_000002	And for that the occasion of what I then wrote may be found pleasant in the hearing, I will relate it as briefly as I may.	And for that the occasion of what I then wrote may be found pleasant in the hearing, I will relate it as briefly as I may.
8842_302201_000007_000000	Through the sore change in mine aspect, the secret of my heart was now understood of many.	Through the sore change in mine aspect, the secret of my heart was now understood of many.
8842_302201_000007_000002	And as I was going that way by chance, (but I think rather by the will of fortune,) I heard one of them call unto me, and she that called was a lady of very sweet speech.	And as I was going that way by chance, (but I think rather by the will of fortune,) I heard one of them call unto me, and she that called was a lady of very sweet speech.
8842_302201_000007_000003	And when I had come close up with them, and perceived that they had not among them mine excellent lady, I was reassured; and saluted them, asking of their pleasure.	And when I had come close up with them, and perceived that they had not among them mine excellent lady, I was reassured; and saluted them, asking of their pleasure.
8842_302201_000007_000005	But when I still spake not, one of them, who before had been talking with another, addressed me by my name, saying, "To what end lovest thou this lady, seeing that thou canst not support her presence?	But when I still spake not, one of them, who before had been talking with another, addressed me by my name, saying, "To what end lovest thou this lady, seeing that thou canst not support her presence?
8842_302201_000008_000000	Then I, being almost put to shame because of her answer, went out from among them; and as I walked, I said within myself: "Seeing that there is so much beatitude in those words which do praise my lady, wherefore hath my speech of her been different?" And then I resolved that thenceforward I would choose for the theme of my writings only the praise of this most gracious being.	Then I, being almost put to shame because of her answer, went out from among them; and as I walked, I said within myself: "Seeing that there is so much beatitude in those words which do praise my lady, wherefore hath my speech of her been different?" And then I resolved that thenceforward I would choose for the theme of my writings only the praise of this most gracious being.
8842_302201_000008_000003	Whereupon I declare that my tongue spake as though by its own impulse, and said, "Ladies that have intelligence in love." These words I laid up in my mind with great gladness, conceiving to take them as my commencement.	Whereupon I declare that my tongue spake as though by its own impulse, and said, "Ladies that have intelligence in love." These words I laid up in my mind with great gladness, conceiving to take them as my commencement.
8842_302201_000008_000005	The poem begins here:--	The poem begins here:--
8842_302201_000014_000001	The first part is a proem to the words following.	The first part is a proem to the words following.
8842_302201_000014_000002	The second is the matter treated of.	The second is the matter treated of.
8842_302201_000014_000003	The third is, as it were, a handmaid to the preceding words.	The third is, as it were, a handmaid to the preceding words.
8842_302201_000014_000004	The second begins here, "An Angel;" the third here, "Dear Song, I know." The first part is divided into four.	The second begins here, "An Angel;" the third here, "Dear Song, I know." The first part is divided into four.
8842_302201_000014_000005	In the first, I say to whom I mean to speak of my lady, and wherefore I will so speak.	In the first, I say to whom I mean to speak of my lady, and wherefore I will so speak.
8842_302201_000014_000007	In the third, I say what it is I purpose to speak so as not to be impeded by faintheartedness.	In the third, I say what it is I purpose to speak so as not to be impeded by faintheartedness.
8842_302201_000014_000009	The second begins here, "And I declare;" the third here, "Wherefore I will not speak;" the fourth here, "With you alone." Then, when I say "An Angel," I begin treating of this lady: and this part is divided into two.	The second begins here, "And I declare;" the third here, "Wherefore I will not speak;" the fourth here, "With you alone." Then, when I say "An Angel," I begin treating of this lady: and this part is divided into two.
8842_302201_000014_000010	In the first, I tell what is understood of her in heaven.	In the first, I tell what is understood of her in heaven.
8842_302201_000014_000013	And that every vicious thought may be discarded herefrom, let the reader remember that it is above written that the greeting of this lady, which was an act of her mouth, was the goal of my desires, while I could receive it.	And that every vicious thought may be discarded herefrom, let the reader remember that it is above written that the greeting of this lady, which was an act of her mouth, was the goal of my desires, while I could receive it.
8842_302201_000014_000014	Then, when I say, "Dear Song, I know," I add a stanza as it were handmaid to the others, wherein I say what I desire from this my poem.	Then, when I say, "Dear Song, I know," I add a stanza as it were handmaid to the others, wherein I say what I desire from this my poem.
