1673_143396_000010_000006	It was alleged, that when Jesus was nailed to the cross, he was endowed with a miraculous apathy of mind and body, which rendered him insensible of his apparent sufferings. It was affirmed, that these momentary, though real, pangs would be abundantly repaid by the temporal reign of a thousand years reserved for the Messiah in his kingdom of the new Jerusalem.	It was alleged, that when Jesus was nailed to the cross, he was endowed with a miraculous apathy of mind and body, which rendered him insensible of his apparent sufferings. It was affirmed, that these momentary, though real, pangs would be abundantly repaid by the temporal reign of a thousand years reserved for the Messiah in his kingdom of the new Jerusalem.
1673_143396_000014_000002	A similar union is not inconsistent with a much higher, or even with the highest, degree of mental faculties; and the incarnation of an aeon or archangel, the most perfect of created spirits, does not involve any positive contradiction or absurdity.	A similar union is not inconsistent with a much higher, or even with the highest, degree of mental faculties; and the incarnation of an aeon or archangel, the most perfect of created spirits, does not involve any positive contradiction or absurdity.
1673_143396_000014_000003	In the age of religious freedom, which was determined by the council of Nice, the dignity of Christ was measured by private judgment according to the indefinite rule of Scripture, or reason, or tradition.	In the age of religious freedom, which was determined by the council of Nice, the dignity of Christ was measured by private judgment according to the indefinite rule of Scripture, or reason, or tradition.
1673_143396_000014_000004	But when his pure and proper divinity had been established on the ruins of Arianism, the faith of the Catholics trembled on the edge of a precipice where it was impossible to recede, dangerous to stand, dreadful to fall and the manifold inconveniences of their creed were aggravated by the sublime character of their theology.	But when his pure and proper divinity had been established on the ruins of Arianism, the faith of the Catholics trembled on the edge of a precipice where it was impossible to recede, dangerous to stand, dreadful to fall and the manifold inconveniences of their creed were aggravated by the sublime character of their theology.
1673_143396_000014_000007	The son of a learned grammarian, he was skilled in all the sciences of Greece; eloquence, erudition, and philosophy, conspicuous in the volumes of Apollinaris, were humbly devoted to the service of religion.	The son of a learned grammarian, he was skilled in all the sciences of Greece; eloquence, erudition, and philosophy, conspicuous in the volumes of Apollinaris, were humbly devoted to the service of religion.
1673_143396_000014_000008	The worthy friend of Athanasius, the worthy antagonist of Julian, he bravely wrestled with the Arians and Polytheists, and though he affected the rigor of geometrical demonstration, his commentaries revealed the literal and allegorical sense of the Scriptures.	The worthy friend of Athanasius, the worthy antagonist of Julian, he bravely wrestled with the Arians and Polytheists, and though he affected the rigor of geometrical demonstration, his commentaries revealed the literal and allegorical sense of the Scriptures.
1673_143396_000014_000009	A mystery, which had long floated in the looseness of popular belief, was defined by his perverse diligence in a technical form; and he first proclaimed the memorable words, "One incarnate nature of Christ," which are still reechoed with hostile clamors in the churches of Asia, Egypt, and Aethiopia.	A mystery, which had long floated in the looseness of popular belief, was defined by his perverse diligence in a technical form; and he first proclaimed the memorable words, "One incarnate nature of Christ," which are still reechoed with hostile clamors in the churches of Asia, Egypt, and Aethiopia.
1673_143396_000014_000010	He taught that the Godhead was united or mingled with the body of a man; and that the Logos, the eternal wisdom, supplied in the flesh the place and office of a human soul.	He taught that the Godhead was united or mingled with the body of a man; and that the Logos, the eternal wisdom, supplied in the flesh the place and office of a human soul.
1673_143396_000014_000012	He acquiesced in the old distinction of the Greek philosophers between the rational and sensitive soul of man; that he might reserve the Logos for intellectual functions, and employ the subordinate human principle in the meaner actions of animal life.	He acquiesced in the old distinction of the Greek philosophers between the rational and sensitive soul of man; that he might reserve the Logos for intellectual functions, and employ the subordinate human principle in the meaner actions of animal life.
1673_143396_000015_000000	With the moderate Docetes, he revered Mary as the spiritual, rather than as the carnal, mother of Christ, whose body either came from heaven, impassible and incorruptible, or was absorbed, and as it were transformed, into the essence of the Deity.	With the moderate Docetes, he revered Mary as the spiritual, rather than as the carnal, mother of Christ, whose body either came from heaven, impassible and incorruptible, or was absorbed, and as it were transformed, into the essence of the Deity.
1673_143396_000015_000001	The system of Apollinaris was strenuously encountered by the Asiatic and Syrian divines whose schools are honored by the names of Basil, Gregory and Chrysostom, and tainted by those of Diodorus, Theodore, and Nestorius.	The system of Apollinaris was strenuously encountered by the Asiatic and Syrian divines whose schools are honored by the names of Basil, Gregory and Chrysostom, and tainted by those of Diodorus, Theodore, and Nestorius.
1673_143396_000015_000003	Her judgment at length inclined in their favor; the heresy of Apollinaris was condemned, and the separate congregations of his disciples were proscribed by the Imperial laws.	Her judgment at length inclined in their favor; the heresy of Apollinaris was condemned, and the separate congregations of his disciples were proscribed by the Imperial laws.
1673_143396_000017_000002	In the beginning of the fifth century, the unity of the two natures was the prevailing doctrine of the church.	In the beginning of the fifth century, the unity of the two natures was the prevailing doctrine of the church.
