6313_66125_000000_000000	CHAPTER VIII	CHAPTER eight	false	0.6	19.75	23.745314
6313_66125_000001_000000	A DARING RESCUE	A DARING RESCUE	true	19.82	21.15	25.287285
6313_66125_000002_000000	Lige thrust the excited boy to one side.	Lige thrust the excited boy to one side.	false	21.15	24.49	24.669188
6313_66125_000002_000001	Running to the edge of the cliff, he leaned over and listened intently.	Running to the edge of the cliff, he leaned over and listened intently.	true	24.5	28.09	22.477468
6313_66125_000003_000000	A moment more and he too caught the plaintive cry for help from below.	A moment more and he too caught the plaintive cry for help from below.	true	28.49	32.11	26.111137
6313_66125_000004_000000	It was the first time thus far on the journey that Lige Thomas had manifested the slightest sign of excitement.	It was the first time thus far on the journey that Lige Thomas had manifested the slightest sign of excitement.	false	32.42	38.26	23.324879
6313_66125_000004_000001	Just now, however, there could be no doubt at all that he was intensely agitated.	Just now, however, there could be no doubt at all that he was intensely agitated.	false	38.45	43	25.452927
6313_66125_000005_000000	"Keep back!	"Keep back!	true	43.28	44.19	35.294174
6313_66125_000005_000001	Keep back!" he shouted, as the boys and Professor Zepplin began crowding near the masked edge of the cliff.	Keep back!" he shouted, as the boys and Professor Zepplin began crowding near the masked edge of the cliff.	true	44.19	49.48	25.807669
6313_66125_000005_000002	"You'll all be over if you don't have a care.	"You'll all be over if you don't have a care.	true	49.52	51.73	26.869673
6313_66125_000005_000003	We've got trouble enough on our hands without having the rest of you jump into it."	We've got trouble enough on our hands without having the rest of you jump into it."	false	51.77	55.63	23.299719
6313_66125_000006_000000	"What is it?" demanded the Professor breathlessly.	"What is it?" demanded the Professor breathlessly.	true	55.85	58.51	23.220974
6313_66125_000007_000000	"It's Master Walt," snapped the guide.	"It's Master Walt," snapped the guide.	true	58.7	60.615	25.87375
6313_66125_000007_000001	"Stand still.	"Stand still.	true	60.615	61.425	23.338669
6313_66125_000007_000002	Don't move an inch.	Don't move an inch.	true	61.425	62.595	25.069918
6313_66125_000007_000003	I'm going back for a torch," he commanded, leaping by them on his way to the camp fire.	I'm going back for a torch," he commanded, leaping by them on his way to the camp fire.	true	62.595	66.94	24.376093
6313_66125_000008_000000	"Where--is--he?" stammered the Professor, not observing that the guide had left them.	"Where-is-he?" stammered the Professor, not observing that the guide had left them.	true	67.16	71.59	23.962708
