2412_153948_000003_000001	Suffice it, that when I left home it was with the intention of going to some new colony, and either finding, or even perhaps purchasing, waste crown land suitable for cattle or sheep farming, by which means I thought that I could better my fortunes more rapidly than in England.	Suffice it, that when I left home it was with the intention of going to some new colony, and either finding, or even perhaps purchasing, waste crown land suitable for cattle or sheep farming, by which means I thought that I could better my fortunes more rapidly than in England.
2412_153948_000007_000001	The colony was one which had not been opened up even to the most adventurous settlers for more than eight or nine years, having been previously uninhabited, save by a few tribes of savages who frequented the seaboard.	The colony was one which had not been opened up even to the most adventurous settlers for more than eight or nine years, having been previously uninhabited, save by a few tribes of savages who frequented the seaboard.
2412_153948_000008_000002	The climate was temperate, and very healthy; there were no wild animals, nor were the natives dangerous, being few in number and of an intelligent tractable disposition.	The climate was temperate, and very healthy; there were no wild animals, nor were the natives dangerous, being few in number and of an intelligent tractable disposition.
2412_153948_000009_000003	Men pushed farther and farther into the mountains, and found a very considerable tract inside the front range, between it and another which was loftier still, though even this was not the highest, the great snowy one which could be seen from out upon the plains.	Men pushed farther and farther into the mountains, and found a very considerable tract inside the front range, between it and another which was loftier still, though even this was not the highest, the great snowy one which could be seen from out upon the plains.
2412_153948_000011_000003	I had a telescope and a dog, and would take bread and meat and tobacco with me. Starting with early dawn, it would be night before I could complete my round; for the mountain over which I had to go was very high.	I had a telescope and a dog, and would take bread and meat and tobacco with me. Starting with early dawn, it would be night before I could complete my round; for the mountain over which I had to go was very high.
2412_153948_000012_000004	I knew that there was a range still farther back; but except from one place near the very top of my own mountain, no part of it was visible: from this point, however, I saw, whenever there were no clouds, a single snow-clad peak, many miles away, and I should think about as high as any mountain in the world.	I knew that there was a range still farther back; but except from one place near the very top of my own mountain, no part of it was visible: from this point, however, I saw, whenever there were no clouds, a single snow clad peak, many miles away, and I should think about as high as any mountain in the world.
2412_153948_000013_000002	wonderful!	wonderful!
2412_153948_000013_000005	Aha! they see, and rush towards each other.	Aha! they see, and rush towards each other.
2412_153948_000013_000006	Alas! they are both mistaken; the ewe is not the lamb's ewe, they are neither kin nor kind to one another, and part in coldness.	Alas! they are both mistaken; the ewe is not the lamb's ewe, they are neither kin nor kind to one another, and part in coldness.
2412_153948_000015_000001	Ah! who could say?	Ah! who could say?
2412_153948_000015_000003	Could I hope to cross it?	Could I hope to cross it?
2412_153948_000015_000004	This would be the highest triumph that I could wish for; but it was too much to think of yet.	This would be the highest triumph that I could wish for; but it was too much to think of yet.
2412_153948_000015_000005	I would try the nearer range, and see how far I could go.	I would try the nearer range, and see how far I could go.
2412_153948_000015_000006	Even if I did not find country, might I not find gold, or diamonds, or copper, or silver?	Even if I did not find country, might I not find gold, or diamonds, or copper, or silver?
