2086_149220_000003_000001	A hop-vine, springing from last year's root, was beginning to clamber over it, but would be long in covering the roof with its green mantle.	A hop vine, springing from last year's root, was beginning to clamber over it, but would be long in covering the roof with its green mantle.
2086_149220_000003_000002	Three of the seven gables either fronted or looked sideways, with a dark solemnity of aspect, down into the garden.	Three of the seven gables either fronted or looked sideways, with a dark solemnity of aspect, down into the garden.
2086_149220_000004_000000	The black, rich soil had fed itself with the decay of a long period of time; such as fallen leaves, the petals of flowers, and the stalks and seed--vessels of vagrant and lawless plants, more useful after their death than ever while flaunting in the sun.	The black, rich soil had fed itself with the decay of a long period of time; such as fallen leaves, the petals of flowers, and the stalks and seed-vessels of vagrant and lawless plants, more useful after their death than ever while flaunting in the sun
2086_149220_000004_000002	Phoebe saw, however, that their growth must have been checked by a degree of careful labor, bestowed daily and systematically on the garden.	Phoebe saw, however, that their growth must have been checked by a degree of careful labor, bestowed daily and systematically on the garden.
2086_149220_000004_000005	The remainder of the garden presented a well-selected assortment of esculent vegetables, in a praiseworthy state of advancement.	The remainder of the garden presented a well selected assortment of esculent vegetables, in a praiseworthy state of advancement.
2086_149220_000004_000006	Summer squashes almost in their golden blossom; cucumbers, now evincing a tendency to spread away from the main stock, and ramble far and wide; two or three rows of string-beans and as many more that were about to festoon themselves on poles; tomatoes, occupying a site so sheltered and sunny that the plants were already gigantic, and promised an early and abundant harvest.	Summer squashes almost in their golden blossom; cucumbers, now evincing a tendency to spread away from the main stock, and ramble far and wide; two or three rows of string beans and as many more that were about to festoon themselves on poles; tomatoes, occupying a site so sheltered and sunny that the plants were already gigantic, and promised an early and abundant harvest.
2086_149220_000005_000000	Phoebe wondered whose care and toil it could have been that had planted these vegetables, and kept the soil so clean and orderly.	Phoebe wondered whose care and toil it could have been that had planted these vegetables, and kept the soil so clean and orderly.
2086_149220_000005_000001	Not surely her cousin Hepzibah's, who had no taste nor spirits for the lady-like employment of cultivating flowers, and--with her recluse habits, and tendency to shelter herself within the dismal shadow of the house--would hardly have come forth under the speck of open sky to weed and hoe among the fraternity of beans and squashes.	Not surely her cousin Hepzibah's, who had no taste nor spirits for the lady like employment of cultivating flowers, and-with her recluse habits, and tendency to shelter herself within the dismal shadow of the house-would hardly have come forth under the speck of open sky to weed and hoe among the fraternity of beans and squashes.
2086_149220_000006_000002	The spot acquired a somewhat wilder grace, and yet a very gentle one, from the fact that a pair of robins had built their nest in the pear-tree, and were making themselves exceedingly busy and happy in the dark intricacy of its boughs.	The spot acquired a somewhat wilder grace, and yet a very gentle one, from the fact that a pair of robins had built their nest in the pear tree, and were making themselves exceedingly busy and happy in the dark intricacy of its boughs.
2086_149220_000006_000003	Bees, too,--strange to say,--had thought it worth their while to come hither, possibly from the range of hives beside some farm-house miles away.	Bees, too,--strange to say,--had thought it worth their while to come hither, possibly from the range of hives beside some farm house miles away.
2086_149220_000006_000004	How many aerial voyages might they have made, in quest of honey, or honey-laden, betwixt dawn and sunset!	How many aerial voyages might they have made, in quest of honey, or honey laden, betwixt dawn and sunset!
2086_149220_000006_000005	Yet, late as it now was, there still arose a pleasant hum out of one or two of the squash-blossoms, in the depths of which these bees were plying their golden labor.	Yet, late as it now was, there still arose a pleasant hum out of one or two of the squash blossoms, in the depths of which these bees were plying their golden labor.
2086_149220_000006_000006	There was one other object in the garden which Nature might fairly claim as her inalienable property, in spite of whatever man could do to render it his own.	There was one other object in the garden which Nature might fairly claim as her inalienable property, in spite of whatever man could do to render it his own.
2086_149220_000006_000008	The play and slight agitation of the water, in its upward gush, wrought magically with these variegated pebbles, and made a continually shifting apparition of quaint figures, vanishing too suddenly to be definable.	The play and slight agitation of the water, in its upward gush, wrought magically with these variegated pebbles, and made a continually shifting apparition of quaint figures, vanishing too suddenly to be definable.
2086_149220_000006_000009	Thence, swelling over the rim of moss-grown stones, the water stole away under the fence, through what we regret to call a gutter, rather than a channel.	Thence, swelling over the rim of moss grown stones, the water stole away under the fence, through what we regret to call a gutter, rather than a channel.
2086_149220_000006_000011	It now contained only Chanticleer, his two wives, and a solitary chicken.	It now contained only Chanticleer, his two wives, and a solitary chicken.
2086_149220_000006_000012	All of them were pure specimens of a breed which had been transmitted down as an heirloom in the Pyncheon family, and were said, while in their prime, to have attained almost the size of turkeys, and, on the score of delicate flesh, to be fit for a prince's table.	All of them were pure specimens of a breed which had been transmitted down as an heirloom in the Pyncheon family, and were said, while in their prime, to have attained almost the size of turkeys, and, on the score of delicate flesh, to be fit for a prince's table.
2086_149220_000006_000013	In proof of the authenticity of this legendary renown, Hepzibah could have exhibited the shell of a great egg, which an ostrich need hardly have been ashamed of.	In proof of the authenticity of this legendary renown, Hepzibah could have exhibited the shell of a great egg, which an ostrich need hardly have been ashamed of.
2086_149220_000006_000014	Be that as it might, the hens were now scarcely larger than pigeons, and had a queer, rusty, withered aspect, and a gouty kind of movement, and a sleepy and melancholy tone throughout all the variations of their clucking and cackling.	Be that as it might, the hens were now scarcely larger than pigeons, and had a queer, rusty, withered aspect, and a gouty kind of movement, and a sleepy and melancholy tone throughout all the variations of their clucking and cackling.
2086_149220_000006_000015	It was evident that the race had degenerated, like many a noble race besides, in consequence of too strict a watchfulness to keep it pure.	It was evident that the race had degenerated, like many a noble race besides, in consequence of too strict a watchfulness to keep it pure.
2086_149220_000006_000017	They kept themselves alive, unquestionably, and laid now and then an egg, and hatched a chicken; not for any pleasure of their own, but that the world might not absolutely lose what had once been so admirable a breed of fowls.	They kept themselves alive, unquestionably, and laid now and then an egg, and hatched a chicken; not for any pleasure of their own, but that the world might not absolutely lose what had once been so admirable a breed of fowls.
2086_149220_000006_000018	The distinguishing mark of the hens was a crest of lamentably scanty growth, in these latter days, but so oddly and wickedly analogous to Hepzibah's turban, that Phoebe--to the poignant distress of her conscience, but inevitably--was led to fancy a general resemblance betwixt these forlorn bipeds and her respectable relative.	The distinguishing mark of the hens was a crest of lamentably scanty growth, in these latter days, but so oddly and wickedly analogous to Hepzibah's turban, that Phoebe-to the poignant distress of her conscience, but inevitably-was led to fancy a general resemblance betwixt these forlorn bipeds and her respectable relative.
2086_149220_000007_000000	The girl ran into the house to get some crumbs of bread, cold potatoes, and other such scraps as were suitable to the accommodating appetite of fowls.	The girl ran into the house to get some crumbs of bread, cold potatoes, and other such scraps as were suitable to the accommodating appetite of fowls.
2086_149220_000007_000001	Returning, she gave a peculiar call, which they seemed to recognize.	Returning, she gave a peculiar call, which they seemed to recognize.
2086_149220_000007_000003	So wise, as well as antique, was their aspect, as to give color to the idea, not merely that they were the descendants of a time-honored race, but that they had existed, in their individual capacity, ever since the House of the Seven Gables was founded, and were somehow mixed up with its destiny.	So wise, as well as antique, was their aspect, as to give color to the idea, not merely that they were the descendants of a time honored race, but that they had existed, in their individual capacity, ever since the House of the Seven Gables was founded, and were somehow mixed up with its destiny.
