2277_149897_000000_000000	"I guess they've gone out," he said apologetically to the individual who was hiding his red face in a loose tarpaulin rain-coat.	"I guess they've gone out," he said apologetically to the individual who was hiding his red face in a loose tarpaulin rain coat.	false	0	4.47	19.424507
2277_149897_000001_000000	"I saw a young girl up in that winder," returned the cabby.	"I saw a young girl up in that winder," returned the cabby.	false	4.47	6.36	16.714733
2277_149897_000002_000000	Hurstwood looked, but there was no face there now.	Hurstwood looked, but there was no face there now.	false	6.36	7.05	12
2277_149897_000002_000001	He climbed moodily into the cab, relieved and distressed.	He climbed moodily into the cab, relieved and distressed.	false	7.05	9.9	21.60536
2277_149897_000003_000000	So this was the game, was it?	So this was the game, was it?	false	9.9	12.15	25.297445
2277_149897_000003_000001	Shut him out and make him pay.	Shut him out and make him pay.	false	12.15	14.4	25.45404
2277_149897_000003_000002	Well, by the Lord, that did beat all!	Well, by the Lord, that did beat all!	false	14.4	15.99	22.726501
2277_149897_000004_000000	CHAPTER XXV	CHAPTER twenty five	true	15.99	17.29	26.032562
2277_149897_000005_000000	ASHES OF TINDER: THE LOOSING OF STAYS	ASHES OF TINDER: THE LOOSING OF STAYS	true	17.42	20.02	20.689816
2277_149897_000006_000000	When Hurstwood got back to his office again he was in a greater quandary than ever.	When Hurstwood got back to his office again he was in a greater quandary than ever.	true	22.1	26.08	22
2277_149897_000006_000001	Lord, Lord, he thought, what had he got into?	Lord, Lord, he thought, what had he got into?	true	26.18	28.69	21.01688
2277_149897_000006_000002	How could things have taken such a violent turn, and so quickly?	How could things have taken such a violent turn, and so quickly?	true	28.91	32.02	23.159939
2277_149897_000006_000003	He could hardly realise how it had all come about.	He could hardly realise how it had all come about.	true	32.3	34.87	20.207819
2277_149897_000006_000004	It seemed a monstrous, unnatural, unwarranted condition which had suddenly descended upon him without his let or hindrance.	It seemed a monstrous, unnatural, unwarranted condition which had suddenly descended upon him without his let or hindrance.	true	34.91	41.65	20
2277_149897_000007_000000	Meanwhile he gave a thought now and then to Carrie.	Meanwhile he gave a thought now and then to Carrie.	true	42.53	45.1	20.308304
2277_149897_000007_000001	What could be the trouble in that quarter?	What could be the trouble in that quarter?	true	45.44	47.32	23.076832
2277_149897_000007_000002	No letter had come, no word of any kind, and yet here it was late in the evening and she had agreed to meet him that morning.	No letter had come, no word of any kind, and yet here it was late in the evening and she had agreed to meet him that morning.	true	47.6	53.89	20
2277_149897_000007_000003	To-morrow they were to have met and gone off--where?	To morrow they were to have met and gone off-where?	false	54.14	57.1	21.715899
2277_149897_000007_000004	He saw that in the excitement of recent events he had not formulated a plan upon that score.	He saw that in the excitement of recent events he had not formulated a plan upon that score.	true	57.29	61.96	22.259892
2277_149897_000007_000005	He was desperately in love, and would have taken great chances to win her under ordinary circumstances, but now--now what? Supposing she had found out something?	He was desperately in love, and would have taken great chances to win her under ordinary circumstances, but now-now what? Supposing she had found out something?	true	62.09	71.56	20.206015
2277_149897_000007_000006	Supposing she, too, wrote him and told him that she knew all--that she would have nothing more to do with him?	Supposing she, too, wrote him and told him that she knew all-that she would have nothing more to do with him?	false	71.78	77.77	20.030874
2277_149897_000007_000007	It would be just like this to happen as things were going now. Meanwhile he had not sent the money.	It would be just like this to happen as things were going now. Meanwhile he had not sent the money.	true	78.2	83.44	22.1159
2277_149897_000008_000000	He strolled up and down the polished floor of the resort, his hands in his pockets, his brow wrinkled, his mouth set.	He strolled up and down the polished floor of the resort, his hands in his pockets, his brow wrinkled, his mouth set.	true	83.93	89.53	21.72069
2277_149897_000008_000001	He was getting some vague comfort out of a good cigar, but it was no panacea for the ill which affected him.	He was getting some vague comfort out of a good cigar, but it was no panacea for the ill which affected him.	true	89.69	95.08	22.523636
2277_149897_000008_000002	Every once in a while he would clinch his fingers and tap his foot--signs of the stirring mental process he was undergoing.	Every once in a while he would clinch his fingers and tap his foot-signs of the stirring mental process he was undergoing.	true	95.45	101.47	20.551426
2277_149897_000008_000003	His whole nature was vigorously and powerfully shaken up, and he was finding what limits the mind has to endurance.	His whole nature was vigorously and powerfully shaken up, and he was finding what limits the mind has to endurance.	true	101.54	107.35	19
2277_149897_000008_000004	He drank more brandy and soda than he had any evening in months.	He drank more brandy and soda than he had any evening in months.	true	107.54	110.95	20.176132
2277_149897_000008_000005	He was altogether a fine example of great mental perturbation.	He was altogether a fine example of great mental perturbation.	true	111.23	114.79	22.492823
2277_149897_000009_000000	For all his study nothing came of the evening except this--he sent the money.	For all his study nothing came of the evening except this-he sent the money.	true	115.16	119.2	20.689837
2277_149897_000009_000001	It was with great opposition, after two or three hours of the most urgent mental affirmation and denial, that at last he got an envelope, placed in it the requested amount, and slowly sealed it up.	It was with great opposition, after two or three hours of the most urgent mental affirmation and denial, that at last he got an envelope, placed in it the requested amount, and slowly sealed it up.	true	119.42	130.45	22.611374
2277_149897_000010_000000	Then he called Harry, the boy of all work around the place.	Then he called Harry, the boy of all work around the place.	false	131.15	133.96	24.237803
