5338_24615_000000_000002	They stood, without any respect for regularity, on each side of a straggling kind of unpaved street, where children, almost in a primitive state of nakedness, lay sprawling, as if to be crushed by the hoofs of the first passing horse.	They stood, without any respect for regularity, on each side of a straggling kind of unpaved street, where children, almost in a primitive state of nakedness, lay sprawling, as if to be crushed by the hoofs of the first passing horse.
5338_24615_000000_000005	The evil and remedy (such as it is) still exist.--But this is remote from our present purpose, and is only thrown out for consideration of the collectors under Mr. Dent's Dog Bill.	The evil and remedy (such as it is) still exist.--But this is remote from our present purpose, and is only thrown out for consideration of the collectors under mr Dent's Dog Bill.
5338_24615_000001_000001	Three or four village girls, returning from the well or brook with pitchers and pails upon their heads, formed more pleasing objects, and, with their thin short-gowns and single petticoats, bare arms, legs, and feet, uncovered heads and braided hair, somewhat resembled Italian forms of landscape.	Three or four village girls, returning from the well or brook with pitchers and pails upon their heads, formed more pleasing objects, and, with their thin short gowns and single petticoats, bare arms, legs, and feet, uncovered heads and braided hair, somewhat resembled Italian forms of landscape.
5338_24615_000001_000003	The whole scene was depressing; for it argued, at the first glance, at least a stagnation of industry, and perhaps of intellect.	The whole scene was depressing; for it argued, at the first glance, at least a stagnation of industry, and perhaps of intellect.
5338_24615_000001_000007	The children also, whose skins were burnt black, and whose hair was bleached white, by the influence of the sun, had a look and manner of life and interest. It seemed, upon the whole, as if poverty, and indolence, its too frequent companion, were combining to depress the natural genius and acquired information of a hardy, intelligent, and reflecting peasantry.	The children also, whose skins were burnt black, and whose hair was bleached white, by the influence of the sun, had a look and manner of life and interest. It seemed, upon the whole, as if poverty, and indolence, its too frequent companion, were combining to depress the natural genius and acquired information of a hardy, intelligent, and reflecting peasantry.
5338_24615_000002_000002	In a few favoured instances, there appeared behind the cottages a miserable wigwam, compiled of earth, loose stones, and turf, where the wealthy might perhaps shelter a starved cow or sorely galled horse.	In a few favoured instances, there appeared behind the cottages a miserable wigwam, compiled of earth, loose stones, and turf, where the wealthy might perhaps shelter a starved cow or sorely galled horse.
5338_24615_000002_000003	But almost every hut was fenced in front by a huge black stack of turf on one side of the door, while on the other the family dunghill ascended in noble emulation.	But almost every hut was fenced in front by a huge black stack of turf on one side of the door, while on the other the family dunghill ascended in noble emulation.
5338_24615_000003_000001	In the centre of the exterior barrier was the upper gate of the avenue, opening under an archway, battlemented on the top, and adorned with two large weather-beaten mutilated masses of upright stone, which, if the tradition of the hamlet could be trusted, had once represented, at least had been once designed to represent, two rampant Bears, the supporters of the family of Bradwardine.	In the centre of the exterior barrier was the upper gate of the avenue, opening under an archway, battlemented on the top, and adorned with two large weather beaten mutilated masses of upright stone, which, if the tradition of the hamlet could be trusted, had once represented, at least had been once designed to represent, two rampant Bears, the supporters of the family of Bradwardine.
5338_24615_000003_000005	This nether portal, like the former, opened in front of a wall ornamented with some rude sculpture, with battlements on the top, over which were seen, half-hidden by the trees of the avenue, the high steep roofs and narrow gables of the mansion, with lines indented into steps, and corners decorated with small turrets.	This nether portal, like the former, opened in front of a wall ornamented with some rude sculpture, with battlements on the top, over which were seen, half hidden by the trees of the avenue, the high steep roofs and narrow gables of the mansion, with lines indented into steps, and corners decorated with small turrets.
5338_24615_000003_000007	It was one of those effects which a painter loves to represent, and mingled well with the struggling light which found its way between the boughs of the shady arch that vaulted the broad green alley.	It was one of those effects which a painter loves to represent, and mingled well with the struggling light which found its way between the boughs of the shady arch that vaulted the broad green alley.
5338_24615_000004_000001	The opening into the paved court-yard corresponded with the rest of the scene.	The opening into the paved court yard corresponded with the rest of the scene.
5338_24615_000004_000002	The house, which seemed to consist of two or three high, narrow, and steep-roofed buildings, projecting from each other at right angles, formed one side of the inclosure.	The house, which seemed to consist of two or three high, narrow, and steep roofed buildings, projecting from each other at right angles, formed one side of the inclosure.
5338_24615_000004_000003	It had been built at a period when castles were no longer necessary, and when the Scottish architects had not yet acquired the art of designing a domestic residence.	It had been built at a period when castles were no longer necessary, and when the Scottish architects had not yet acquired the art of designing a domestic residence.
5338_24615_000004_000004	The windows were numberless, but very small; the roof had some nondescript kind of projections, called bartizans, and displayed at each frequent angle a small turret, rather resembling a pepper- box than a Gothic watchtower.	The windows were numberless, but very small; the roof had some nondescript kind of projections, called bartizans, and displayed at each frequent angle a small turret, rather resembling a pepper box than a Gothic watchtower.
5338_24615_000004_000005	Neither did the front indicate absolute security from danger.	Neither did the front indicate absolute security from danger.
5338_24615_000004_000007	Stables and other offices occupied another side of the square.	Stables and other offices occupied another side of the square.
5338_24615_000004_000009	Two battlemented walls, one of which faced the avenue, and the other divided the court from the garden, completed the inclosure.	Two battlemented walls, one of which faced the avenue, and the other divided the court from the garden, completed the inclosure.
5338_24615_000005_000000	Nor was the court without its ornaments.	Nor was the court without its ornaments.
5338_24615_000005_000002	This dove-cot, or columbarium, as the owner called it, was no small resource to a Scottish laird of that period, whose scanty rents were eked out by the contributions levied upon the farms by these light foragers, and the conscriptions exacted from the latter for the benefit of the table.	This dove cot, or columbarium, as the owner called it, was no small resource to a Scottish laird of that period, whose scanty rents were eked out by the contributions levied upon the farms by these light foragers, and the conscriptions exacted from the latter for the benefit of the table.
5338_24615_000006_000001	This work of art was the wonder of the country ten miles round.	This work of art was the wonder of the country ten miles round.
5338_24615_000006_000003	The court was spacious, well paved, and perfectly clean, there being probably another entrance behind the stables for removing the litter.	The court was spacious, well paved, and perfectly clean, there being probably another entrance behind the stables for removing the litter.
5338_24615_000006_000004	Everything around appeared solitary, and would have been silent, but for the continued plashing of the fountain; and the whole scene still maintained the monastic illusion which the fancy of Waverley had conjured up.	Everything around appeared solitary, and would have been silent, but for the continued plashing of the fountain; and the whole scene still maintained the monastic illusion which the fancy of Waverley had conjured up.
