2035_147961_000002_000000	WHILE the autumn color was growing pale on the grass and cornfields, things went badly with our friends the Russians.	WHILE the autumn color was growing pale on the grass and cornfields, things went badly with our friends the Russians.
2035_147961_000002_000001	Peter told his troubles to Mr. Shimerda: he was unable to meet a note which fell due on the first of November; had to pay an exorbitant bonus on renewing it, and to give a mortgage on his pigs and horses and even his milk cow.	peter told his troubles to mr Shimerda: he was unable to meet a note which fell due on the first of November; had to pay an exorbitant bonus on renewing it, and to give a mortgage on his pigs and horses and even his milk cow.
2035_147961_000002_000003	Peter could give no very clear account of his transactions with Cutter.	peter could give no very clear account of his transactions with Cutter.
2035_147961_000002_000004	He only knew that he had first borrowed two hundred dollars, then another hundred, then fifty--that each time a bonus was added to the principal, and the debt grew faster than any crop he planted.	He only knew that he had first borrowed two hundred dollars, then another hundred, then fifty-that each time a bonus was added to the principal, and the debt grew faster than any crop he planted.
2035_147961_000002_000005	Now everything was plastered with mortgages.	Now everything was plastered with mortgages.
2035_147961_000003_000000	Soon after Peter renewed his note, Pavel strained himself lifting timbers for a new barn, and fell over among the shavings with such a gush of blood from the lungs that his fellow-workmen thought he would die on the spot. They hauled him home and put him into his bed, and there he lay, very ill indeed.	Soon after peter renewed his note, Pavel strained himself lifting timbers for a new barn, and fell over among the shavings with such a gush of blood from the lungs that his fellow workmen thought he would die on the spot. They hauled him home and put him into his bed, and there he lay, very ill indeed.
2035_147961_000003_000001	Misfortune seemed to settle like an evil bird on the roof of the log house, and to flap its wings there, warning human beings away.	Misfortune seemed to settle like an evil bird on the roof of the log house, and to flap its wings there, warning human beings away.
2035_147961_000003_000002	The Russians had such bad luck that people were afraid of them and liked to put them out of mind.	The Russians had such bad luck that people were afraid of them and liked to put them out of mind.
2035_147961_000004_000000	One afternoon Antonia and her father came over to our house to get buttermilk, and lingered, as they usually did, until the sun was low.	One afternoon Antonia and her father came over to our house to get buttermilk, and lingered, as they usually did, until the sun was low.
2035_147961_000004_000001	Just as they were leaving, Russian Peter drove up.	Just as they were leaving, Russian peter drove up.
2035_147961_000004_000002	Pavel was very bad, he said, and wanted to talk to Mr. Shimerda and his daughter; he had come to fetch them.	Pavel was very bad, he said, and wanted to talk to mr Shimerda and his daughter; he had come to fetch them.
2035_147961_000004_000004	My plan must have seemed very foolish to her, but she was often large-minded about humoring the desires of other people.	My plan must have seemed very foolish to her, but she was often large minded about humoring the desires of other people.
2035_147961_000004_000005	She asked Peter to wait a moment, and when she came back from the kitchen she brought a bag of sandwiches and doughnuts for us.	She asked peter to wait a moment, and when she came back from the kitchen she brought a bag of sandwiches and doughnuts for us.
2035_147961_000005_000000	Mr. Shimerda and Peter were on the front seat; Antonia and I sat in the straw behind and ate our lunch as we bumped along.	mr Shimerda and peter were on the front seat; Antonia and I sat in the straw behind and ate our lunch as we bumped along.
2035_147961_000005_000001	After the sun sank, a cold wind sprang up and moaned over the prairie.	After the sun sank, a cold wind sprang up and moaned over the prairie.
2035_147961_000005_000003	We burrowed down in the straw and curled up close together, watching the angry red die out of the west and the stars begin to shine in the clear, windy sky.	We burrowed down in the straw and curled up close together, watching the angry red die out of the west and the stars begin to shine in the clear, windy sky.
2035_147961_000005_000004	Peter kept sighing and groaning.	peter kept sighing and groaning.
2035_147961_000005_000005	Tony whispered to me that he was afraid Pavel would never get well.	Tony whispered to me that he was afraid Pavel would never get well.
2035_147961_000005_000006	We lay still and did not talk.	We lay still and did not talk.
2035_147961_000005_000007	Up there the stars grew magnificently bright.	Up there the stars grew magnificently bright.
2035_147961_000005_000008	Though we had come from such different parts of the world, in both of us there was some dusky superstition that those shining groups have their influence upon what is and what is not to be.	Though we had come from such different parts of the world, in both of us there was some dusky superstition that those shining groups have their influence upon what is and what is not to be.
2035_147961_000005_000009	Perhaps Russian Peter, come from farther away than any of us, had brought from his land, too, some such belief.	Perhaps Russian peter, come from farther away than any of us, had brought from his land, too, some such belief.
2035_147961_000006_000000	The little house on the hillside was so much the color of the night that we could not see it as we came up the draw.	The little house on the hillside was so much the color of the night that we could not see it as we came up the draw.
2035_147961_000006_000001	The ruddy windows guided us--the light from the kitchen stove, for there was no lamp burning.	The ruddy windows guided us-the light from the kitchen stove, for there was no lamp burning.
