2078_142845_000000_000000	1714.	seventeen fourteen.	false	0	0.69	3
2078_142845_000000_000001	SEA, or SHIP BISCUITS, are made of wheat-flour from which only the coarsest bran has been separated.	SEA, or SHIP BISCUITS, are made of wheat flour from which only the coarsest bran has been separated.	false	0.69	5.01	22.311995
2078_142845_000000_000002	The dough is made up as stiff as it can be worked, and is then formed into shapes, and baked in an oven; after which, the biscuits are exposed in lofts over the oven until perfectly dry, to prevent them from becoming mouldy when stored.	The dough is made up as stiff as it can be worked, and is then formed into shapes, and baked in an oven; after which, the biscuits are exposed in lofts over the oven until perfectly dry, to prevent them from becoming mouldy when stored.	false	5.01	17.94	20.979494
2078_142845_000001_000000	1715.	seventeen fifteen.	false	17.94	18.75	14
2078_142845_000001_000001	CAPTAINS' BISCUITS are made in a similar manner, only of fine flour.	CAPTAINS' BISCUITS are made in a similar manner, only of fine flour.	false	18.75	24.435	21.844933
2078_142845_000002_000000	RECIPES.	RECIPES.	true	24.435	25.54	26.474493
2078_142845_000003_000000	CHAPTER XXXV.	CHAPTER thirty five.	false	25.64	28.98	24.481405
2078_142845_000004_000000	TO MAKE YEAST FOR BREAD.	TO MAKE YEAST FOR BREAD.	true	28.98	31.09	23
2078_142845_000005_000000	1716.	seventeen sixteen.	true	31.37	33.36	24.699507
2078_142845_000005_000001	INGREDIENTS.--1-1/2 oz. of hops, 3 quarts of water, 1 lb. of bruised malt, 1/2 pint of yeast.	INGREDIENTS.-minus one to half an ounce. of hops, three quarts of water, one l b of bruised malt, one half pint of yeast.	false	33.36	43.29	22.871681
2078_142845_000006_000000	_Mode_.--Boil the hops in the water for 20 minutes; let it stand for about 5 minutes, then add it to 1 lb. of bruised malt prepared as for brewing.	underscore Mode underscore.--Boil the hops in the water for twenty minutes; let it stand for about five minutes, then add it to one l b of bruised malt prepared as for brewing.	false	43.29	54.82	22
2078_142845_000006_000001	Let the mixture stand covered till about lukewarm; then put in not quite 1/2 pint of yeast; keep it warm, and let it work 3 or 4 hours; then put it into small 1/2-pint bottles (ginger-beer bottles are the best for the purpose), cork them well, and tie them down.	Let the mixture stand covered till about lukewarm; then put in not quite one half pint of yeast; keep it warm, and let it work three or four hours; then put it into small one half-pint bottles (ginger beer bottles are the best for the purpose), cork them well, and tie them down.	false	55.28	75.52	22
2078_142845_000006_000002	The yeast is now ready for use; it will keep good for a few weeks, and 1 bottle will be found sufficient for 18 lbs. of flour.	The yeast is now ready for use; it will keep good for a few weeks, and one bottle will be found sufficient for eighteen pounds. of flour.	true	75.74	85.24	19
2078_142845_000006_000003	When required for use, boil 3 lbs. of potatoes without salt, mash them in the same water in which they were boiled, and rub them through a colander.	When required for use, boil three pounds. of potatoes without salt, mash them in the same water in which they were boiled, and rub them through a colander.	true	85.4	96.73	19
2078_142845_000006_000004	Stir in about 1/2 lb. of flour; then put in the yeast, pour it in the middle of the flour, and let it stand warm on the hearth all night, and in the morning let it be quite warm when it is kneaded.	Stir in about one half l b of flour; then put in the yeast, pour it in the middle of the flour, and let it stand warm on the hearth all night, and in the morning let it be quite warm when it is kneaded.	false	97.07	110.83	19
2078_142845_000006_000005	The bottles of yeast require very careful opening, as it is generally exceedingly ripe.	The bottles of yeast require very careful opening, as it is generally exceedingly ripe.	true	111.17	117.75	17
2078_142845_000007_000000	_Time_.--20 minutes to boil the hops and water, the yeast to work 3 or 4 hours.	underscore Time underscore.-minus twenty minutes to boil the hops and water, the yeast to work three or four hours.	false	117.75	124.47	20.204205
2078_142845_000008_000000	_Sufficient._--1/2 pint sufficient for 18 lbs. of flour.	underscore Sufficient.underscore-minus one half pint sufficient for eighteen pounds. of flour.	false	124.47	130.59	21.838284
2078_142845_000009_000000	KIRKLEATHAM YEAST.	k i r k l e a t h a m YEAST.	false	130.59	132.43	22.686481
2078_142845_000010_000000	1717.	seventeen seventeen.	true	132.56	134.59	20.207474
2078_142845_000010_000001	INGREDIENTS.--2 oz. of hops, 4 quarts of water, 1/2 lb. of flour, 1/2 pint of yeast.	INGREDIENTS.-minus two ounces. of hops, four quarts of water, one half l b of flour, one half pint of yeast.	false	134.78	143.37	21.601171
2078_142845_000011_000000	_Mode_.--Boil the hops and water for 20 minutes; strain, and mix with the liquid 1/2 lb. of flour and not quite 1/2 pint of yeast.	underscore Mode underscore.--Boil the hops and water for twenty minutes; strain, and mix with the liquid one half l b of flour and not quite one half pint of yeast.	false	143.37	153.49	21.809464
2078_142845_000011_000001	Bottle it up, and tie the corks down.	Bottle it up, and tie the corks down.	true	153.62	156.61	19
2078_142845_000011_000002	When wanted for use, boil potatoes according to the quantity of bread to be made (about 3 lbs. are sufficient for about a peck of flour); mash them, add to them 1/2 lb. of flour, and mix about 1/2 pint of the yeast with them; let this mixture stand all day, and lay the bread to rise the night before it is wanted.	When wanted for use, boil potatoes according to the quantity of bread to be made (about three pounds. are sufficient for about a peck of flour); mash them, add to them one half l b of flour, and mix about one half pint of the yeast with them; let this mixture stand all day, and lay the bread to rise the night before it is wanted.	false	156.95	181.2	20
2078_142845_000012_000000	_Time_.--20 minutes to boil the hops and water.	underscore Time underscore.-minus twenty minutes to boil the hops and water.	false	181.2	185.16	20.215984
2078_142845_000013_000000	_Sufficient_.--1/2 pint of this yeast sufficient for a peck of flour, or rather more.	underscore Sufficient underscore.-minus one half pint of this yeast sufficient for a peck of flour, or rather more.	false	185.16	191.86	20.626244
2078_142845_000014_000000	TO MAKE GOOD HOME-MADE BREAD.	TO MAKE GOOD home-made BREAD.	true	192.8	195.12	18
2078_142845_000015_000000	(_Miss Acton's Recipe_.)	(underscore Miss Acton's Recipe underscore.)	false	195.12	198.33	22.385931
2078_142845_000016_000000	1718.	seventeen eighteen.	true	198.33	200.16	23
2078_142845_000016_000001	INGREDIENTS.--1 quartern of flour, 1 large tablespoonful of solid brewer's yeast, or nearly 1 oz. of fresh German yeast, 1-1/4 to 1-1/2 pint of warm milk-and-water.	INGREDIENTS.-minus one quartern of flour, one large tablespoonful of solid brewer's yeast, or nearly one ounce. of fresh German yeast, one minus one quarter to one minus one half pint of warm milk and water.	false	200.16	216.1	20
2078_142845_000017_000000	[Illustration: COTTAGE LOAF.]	[Illustration: COTTAGE LOAF.]	true	216.86	219.43	19.879395
2078_142845_000018_000000	[Illustration: TIN BREAD.]	[Illustration: TIN BREAD.]	true	219.95	222.33	21
2078_142845_000019_000000	_Mode_.--Put the flour into a large earthenware bowl or deep pan; then, with a strong metal or wooden spoon, hollow out the middle; but do not clear it entirely away from the bottom of the pan, as, in that case, the sponge (or leaven, as it was formerly termed) would stick to it, which it ought not to do.	underscore Mode underscore.--Put the flour into a large earthenware bowl or deep pan; then, with a strong metal or wooden spoon, hollow out the middle; but do not clear it entirely away from the bottom of the pan, as, in that case, the sponge (or leaven, as it was formerly termed) would stick to it, which it ought not to do.	false	222.33	245.74	21.307285
2078_142845_000019_000001	Next take either a large tablespoonful of brewer's yeast which has been rendered solid by mixing it with plenty of cold water, and letting it afterwards stand to settle for a day and night; or nearly an ounce of German yeast; put it into a large basin, and proceed to mix it, so that it shall be as smooth as cream, with 3/4 pint of warm milk-and-water, or with water only; though even a very little milk will much improve the bread.	Next take either a large tablespoonful of brewer's yeast which has been rendered solid by mixing it with plenty of cold water, and letting it afterwards stand to settle for a day and night; or nearly an ounce of German yeast; put it into a large basin, and proceed to mix it, so that it shall be as smooth as cream, with three quarters pint of warm milk and water, or with water only; though even a very little milk will much improve the bread.	false	246.26	277.24	18
2078_142845_000019_000002	Pour the yeast into the hole made in the flour, and stir into it as much of that which lies round it as will make a thick batter, in which there must be no lumps.	Pour the yeast into the hole made in the flour, and stir into it as much of that which lies round it as will make a thick batter, in which there must be no lumps.	true	277.64	288.7	20
