7976_110124_000000_000000	She smiled into his eyes.	She smiled into his eyes.	false	0	3.51	22.497456
7976_110124_000001_000000	"Trouble when one's young is hard enough to bear," she said when she had told all her story.	"Trouble when one's young is hard enough to bear," she said when she had told all her story.	false	3.51	10.17	23.722258
7976_110124_000001_000001	"I've had quite enough to last me all my life."	"I've had quite enough to last me all my life."	false	10.17	13.77	22.516998
7976_110124_000002_000000	"Your woes are ended now and a happy life lies before you," said the prince.	"Your woes are ended now and a happy life lies before you," said the prince.	false	13.77	19.83	24.347332
7976_110124_000002_000001	"Our wedding shall be celebrated at once."	"Our wedding shall be celebrated at once."	false	19.83	23.28	24.881052
7976_110124_000003_000000	THE LITTLE MAID WHO WAS WISE	THE LITTLE MAID w h o WAS WISE	false	23.28	25.08	23.049173
7976_110124_000004_000000	_The Story of a Robber Who was Outwitted_	underscore The Story of a Robber Who was Outwitted underscore	false	25.08	29.13	19.916573
7976_110124_000005_000000	Long ago there lived a merchant who had three daughters.	Long ago there lived a merchant who had three daughters.	true	29.13	32.02	24
7976_110124_000005_000001	Every year at a certain day of a certain month he went away to a distant city to collect money on an account.	Every year at a certain day of a certain month he went away to a distant city to collect money on an account.	true	32.39	39.43	26.04847
7976_110124_000005_000002	His wife and daughters remained at home, and all went well until one sad day the wife died.	His wife and daughters remained at home, and all went well until one sad day the wife died.	true	39.8	45.73	21.180988
7976_110124_000005_000003	That year the merchant looked forward to his journey with dread for he would have to leave his daughters alone.	That year the merchant looked forward to his journey with dread for he would have to leave his daughters alone.	true	46.28	52.33	23.872507
7976_110124_000006_000000	"I cannot bear to go away," he said to them.	"I cannot bear to go away," he said to them.	true	52.94	55.66	24.775621
7976_110124_000006_000001	"My heart is filled with fear lest some evil may befall you during my absence."	"My heart is filled with fear lest some evil may befall you during my absence."	true	55.73	61.15	23.366108
7976_110124_000007_000000	He worried about the matter night and day.	He worried about the matter night and day.	true	62.48	64.72	26.692406
7976_110124_000007_000001	The business was most important and there was no one whom he could send to transact it for him.	The business was most important and there was no one whom he could send to transact it for him.	false	64.73	69.94	21.769419
7976_110124_000008_000000	However, the question of leaving three such pretty girls unprotected was a thing not to be regarded lightly.	However, the question of leaving three such pretty girls unprotected was a thing not to be regarded lightly.	true	71.03	78.04	22.076538
7976_110124_000009_000000	"Do not be afraid to leave us, dear father," said his daughters. "Nothing will harm us while you are away."	"Do not be afraid to leave us, dear father," said his daughters. "Nothing will harm us while you are away."	true	78.62	84.43	24.37933
7976_110124_000010_000000	"How do you know?" asked their father.	"How do you know?" asked their father.	true	85.16	87	23.495033
7976_110124_000010_000001	"I am older and wiser than you are and I know that there are many evils which might come upon you. There are many bold thieves in this city, for instance, who would be only too ready to take advantage of my absence and rob my home of all I possess."	"I am older and wiser than you are and I know that there are many evils which might come upon you. There are many bold thieves in this city, for instance, who would be only too ready to take advantage of my absence and rob my home of all I possess."	true	87	101.65	22.91264
7976_110124_000011_000000	"We can lock ourselves securely in the house and not let any one enter," said the three daughters.	"We can lock ourselves securely in the house and not let any one enter," said the three daughters.	true	102.53	108.01	24.876852
7976_110124_000012_000000	"Be sure that you admit no one," commanded the merchant.	"Be sure that you admit no one," commanded the merchant.	true	108.98	112.57	24.276882
7976_110124_000013_000000	They gave him their promise and he started on his journey. Nevertheless, he went with an anxious heart.	They gave him their promise and he started on his journey. Nevertheless, he went with an anxious heart.	true	113	119.47	24.099567
7976_110124_000014_000000	Now, outside this city there was a band of bold robbers.	Now, outside this city there was a band of bold robbers.	true	120.56	123.91	23.335663
7976_110124_000014_000001	The captain of the band had watched the merchant's departure, and when he was safely away the thief dressed himself in the disguise of an old beggar. When it was evening he led his band into a nearby street and in his disguise approached the merchant's house.	The captain of the band had watched the merchant's departure, and when he was safely away the thief dressed himself in the disguise of an old beggar. When it was evening he led his band into a nearby street and in his disguise approached the merchant's house.	true	124.16	140.11	23.487114
7976_110124_000014_000002	He knocked at the door.	He knocked at the door.	true	140.36	141.73	24.726412
7976_110124_000015_000000	"Have pity upon a poor unfortunate one!" he called out.	"Have pity upon a poor unfortunate one!" he called out.	true	142.37	146.68	25.695171
7976_110124_000015_000001	"It is raining outside, and no one with mercy in his heart could turn away one who begs shelter from the storm.	"It is raining outside, and no one with mercy in his heart could turn away one who begs shelter from the storm.	false	146.78	154.45	24.544538
7976_110124_000015_000002	Let me enter, I pray you, to pass the night under your roof."	Let me enter, I pray you, to pass the night under your roof."	true	154.61	159.46	24.614016
7976_110124_000016_000000	"It's surely a terrible storm outside," said the merchant's eldest daughter, as the wind rattled the tiles of the roof and the rain beat in torrents against the doors and windows.	"It's surely a terrible storm outside," said the merchant's eldest daughter, as the wind rattled the tiles of the roof and the rain beat in torrents against the doors and windows.	true	160.64	170.74	22.433699
7976_110124_000016_000001	"I think we ought to take pity on a poor beggar a night like this."	"I think we ought to take pity on a poor beggar a night like this."	false	170.99	174.85	24.440786
7976_110124_000017_000000	The second daughter peeped out of the window at the beggar.	The second daughter peeped out of the window at the beggar.	true	175.34	178.09	24.358536
7976_110124_000018_000000	"He is old as well as poor," she said.	"He is old as well as poor," she said.	true	178.34	180.88	20.799562
7976_110124_000018_000001	"Our father has always taught us to show mercy and kindness to the aged."	"Our father has always taught us to show mercy and kindness to the aged."	true	180.98	185.47	22.466425
7976_110124_000019_000000	"Remember our promise to our father!" cried the youngest one.	"Remember our promise to our father!" cried the youngest one.	true	185.84	189.55	26.470942
7976_110124_000019_000001	"We gave him our word that we would admit no one.	"We gave him our word that we would admit no one.	true	189.59	192.4	18.498022
7976_110124_000019_000002	We can give this poor beggar some alms and send him away with a blessing."	We can give this poor beggar some alms and send him away with a blessing."	true	192.65	196.6	23.349049
7976_110124_000020_000000	The eldest daughter frowned.	The eldest daughter frowned.	true	197.48	199.095	27.225998
7976_110124_000020_000001	"It is not for the youngest and most childish one of us to make the plans," she said.	"It is not for the youngest and most childish one of us to make the plans," she said.	true	199.095	203.89	23.427011
7976_110124_000021_000000	The second daughter added.	The second daughter added.	true	204.17	205.68	25.831663
7976_110124_000021_000001	"We two are older and wiser than you are. It is for us to determine what shall be done.	"We two are older and wiser than you are. It is for us to determine what shall be done.	true	205.68	210.85	21.58738
7976_110124_000021_000002	If we decide to show mercy to this poor beggar it is not for you to oppose it."	If we decide to show mercy to this poor beggar it is not for you to oppose it."	true	211.07	215.79	22.32363
7976_110124_000022_000000	"Bui we should not forget our promise to our father!" cried the youngest daughter.	"Bui we should not forget our promise to our father!" cried the youngest daughter.	false	215.79	221.11	24.953646
7976_110124_000023_000000	However, in spite of all she could say, the elder sisters opened the door and admitted the beggar.	However, in spite of all she could say, the elder sisters opened the door and admitted the beggar.	true	222.47	228.61	26.50744
7976_110124_000023_000001	They led him into the kitchen to dry his clothes.	They led him into the kitchen to dry his clothes.	true	228.83	231.67	23.030119
