2428_83699_000000_000000	"So, Gilead, you've been at it again."	"So, Gilead, you've been at it again."	false	0	1.89	16.845661
2428_83699_000001_000000	He heard Mr. Pratt reply:	He heard mr Pratt reply:	false	1.89	3.27	18
2428_83699_000002_000000	"I have.	"I have.	false	3.27	3.81	23
2428_83699_000002_000001	I was raised fighting, and I reckon that fighting I shall die.	I was raised fighting, and I reckon that fighting I shall die.	false	3.81	7.08	23.137915
2428_83699_000002_000002	If I have to whip that Pownceby again it is a certainty I shall."	If I have to whip that Pownceby again it is a certainty I shall."	false	7.08	15.75	20.236063
2428_83699_000003_000000	AN OLD-FASHIONED CHRISTMAS.	AN old-fashioned CHRISTMAS.	true	15.75	16.98	20.685936
2428_83699_000004_000000	CHAPTER I.	CHAPTER one	true	16.98	17.895	20.79708
2428_83699_000005_000000	THE PROMISE.	THE PROMISE.	true	17.895	18.73	22.494457
2428_83699_000006_000000	"An old-fashioned Christmas.--A lively family will accept a gentleman as paying guest to join them in spending an old-fashioned Christmas in the heart of the country."	"An old-fashioned Christmas.--A lively family will accept a gentleman as paying guest to join them in spending an old-fashioned Christmas in the heart of the country."	true	19.67	28.33	21.687223
2428_83699_000007_000000	That was the advertisement.	That was the advertisement.	true	28.88	30.435	21.721874
2428_83699_000007_000001	It had its points.	It had its points.	true	30.435	31.6	24.31903
2428_83699_000007_000002	I was not sure what, in this case, an old-fashioned Christmas might happen to mean.	I was not sure what, in this case, an old-fashioned Christmas might happen to mean.	true	31.85	36.28	22.118734
2428_83699_000007_000003	I imagine there were several kinds of "old-fashioned" Christmases; but it could hardly be worse than a chop in my chambers, or--horror of horrors!--at the club; or my cousin Lucy's notion of what she calls the "festive season." Festive?	I imagine there were several kinds of "old-fashioned" Christmases; but it could hardly be worse than a chop in my chambers, or-horror of horrors!--at the club; or my cousin Lucy's notion of what she calls the "festive season." Festive?	false	36.89	51.04	20.936586
2428_83699_000007_000004	Yes!	Yes!	true	51.11	51.91	23.526432
2428_83699_000007_000005	She and her husband, who suffers from melancholia, and all the other complaints which flesh is heir to, and I, dragging through what I call a patent-medicine dinner, and talking of everybody who is dead and gone, or else going, and of nothing else.	She and her husband, who suffers from melancholia, and all the other complaints which flesh is heir to, and I, dragging through what I call a patent medicine dinner, and talking of everybody who is dead and gone, or else going, and of nothing else.	true	51.95	66.52	21
2428_83699_000008_000000	So I wrote to the advertiser.	So I wrote to the advertiser.	true	67.16	68.92	23.632711
2428_83699_000008_000001	The reply was written in a sprawling feminine hand.	The reply was written in a sprawling feminine hand.	true	69.14	71.8	20.360607
2428_83699_000008_000002	It was a little vague.	It was a little vague.	true	72.05	73.335	18.829285
2428_83699_000008_000003	It appeared that the terms would be five guineas; but there was no mention of the length of time which that fee would cover.	It appeared that the terms would be five guineas; but there was no mention of the length of time which that fee would cover.	true	73.335	79.33	21.928564
2428_83699_000008_000004	I might arrive, it seemed, on Christmas Eve, but there was no hint as to when I was to go, if ever.	I might arrive, it seemed, on Christmas Eve, but there was no hint as to when I was to go, if ever.	true	79.76	86.26	22.672775
2428_83699_000008_000005	The whole thing was a trifle odd.	The whole thing was a trifle odd.	true	86.57	88.335	21.708153
2428_83699_000008_000006	There was nothing said about the sort of accommodation which would be provided, nothing about the kind of establishment which was maintained, or the table which was kept.	There was nothing said about the sort of accommodation which would be provided, nothing about the kind of establishment which was maintained, or the table which was kept.	true	88.335	97.3	21.85833
2428_83699_000008_000007	No references were offered or asked for.	No references were offered or asked for.	true	97.52	99.69	21
2428_83699_000008_000008	It was merely stated that "we're a very lively family, and that if you're lively yourself you'll get on uncommonly well." The letter was signed "Madge Wilson."	It was merely stated that "we're a very lively family, and that if you're lively yourself you'll get on uncommonly well." The letter was signed "Madge Wilson."	false	99.69	110.32	20.905125
2428_83699_000009_000000	Now it is a remarkable thing that I have always had an extraordinary predilection for the name Madge.	Now it is a remarkable thing that I have always had an extraordinary predilection for the name Madge.	true	111.11	116.31	20
2428_83699_000009_000001	I do not know why.	I do not know why.	true	116.31	117.57	15.981537
2428_83699_000009_000002	I have never known a Madge.	I have never known a Madge.	true	117.57	119.205	19.403555
2428_83699_000009_000003	And yet, from my boyhood upward, I have desired to meet one. Here was an opportunity offered.	And yet, from my boyhood upward, I have desired to meet one. Here was an opportunity offered.	true	119.205	125.19	22.383482
2428_83699_000009_000004	She was apparently the careworn mother of a "lively family." Under such circumstances she was hardly likely to be "lively" herself, but her name was Madge, and it was the accident of her Christian name which decided me to go.	She was apparently the careworn mother of a "lively family." Under such circumstances she was hardly likely to be "lively" herself, but her name was Madge, and it was the accident of her Christian name which decided me to go.	true	125.19	138.97	21
2428_83699_000010_000000	I had no illusions.	I had no illusions.	true	139.58	141.01	18.750067
2428_83699_000010_000001	No doubt the five guineas were badly wanted; even a "lively family" would be hardly likely to advertise for a perfect stranger to spend Christmas with them if they were not.	No doubt the five guineas were badly wanted; even a "lively family" would be hardly likely to advertise for a perfect stranger to spend Christmas with them if they were not.	true	141.17	149.62	20
2428_83699_000010_000002	I did not expect a princely entertainment.	I did not expect a princely entertainment.	true	150.02	152.86	24.093208
2428_83699_000010_000003	Still I felt that it could hardly be worse than a chop or cousin Lucy; the subjects of her conversation I never cared about when they were alive, and I certainly do not want to talk about them now they are dead.	Still I felt that it could hardly be worse than a chop or cousin Lucy; the subjects of her conversation I never cared about when they were alive, and I certainly do not want to talk about them now they are dead.	true	152.99	164.74	21.017717
2428_83699_000010_000004	As for the "pills" and "drops" with which her husband doses himself between the courses, it makes me ill even to think of them.	As for the "pills" and "drops" with which her husband doses himself between the courses, it makes me ill even to think of them.	true	164.93	171.61	22.759335
2428_83699_000011_000000	On Christmas Eve the weather was abominable.	On Christmas Eve the weather was abominable.	true	172.25	174.76	20.014174
2428_83699_000011_000001	All night it had been blowing and raining.	All night it had been blowing and raining.	true	174.92	177.31	22.88958
2428_83699_000011_000002	In the morning it began to freeze.	In the morning it began to freeze.	true	177.47	179.26	20.532509
2428_83699_000011_000003	By the time the streets were like so many skating rinks it commenced to snow.	By the time the streets were like so many skating rinks it commenced to snow.	true	179.42	183.43	21
2428_83699_000011_000004	And it kept on snowing; that turned out to be quite a record in the way of snow-storms.	And it kept on snowing; that turned out to be quite a record in the way of snow storms.	true	183.5	188.08	23.294695
2428_83699_000011_000005	Hardly the sort of weather to start for an unknown destination "in the heart of the country." But, at the last moment, I did not like to back out.	Hardly the sort of weather to start for an unknown destination "in the heart of the country." But, at the last moment, I did not like to back out.	true	188.21	195.345	21.51835
2428_83699_000011_000006	I said I would go, and I meant to go.	I said I would go, and I meant to go.	true	195.345	198.43	24.696604
