1993_147964_000003_000001	The flakes came down so thickly that from the sitting-room windows I could not see beyond the windmill--its frame looked dim and gray, unsubstantial like a shadow.	The flakes came down so thickly that from the sitting room windows I could not see beyond the windmill-its frame looked dim and gray, unsubstantial like a shadow.
1993_147964_000003_000002	The snow did not stop falling all day, or during the night that followed.	The snow did not stop falling all day, or during the night that followed.
1993_147964_000003_000003	The cold was not severe, but the storm was quiet and resistless.	The cold was not severe, but the storm was quiet and resistless.
1993_147964_000003_000004	The men could not go farther than the barns and corral.	The men could not go farther than the barns and corral.
1993_147964_000003_000005	They sat about the house most of the day as if it were Sunday; greasing their boots, mending their suspenders, plaiting whiplashes.	They sat about the house most of the day as if it were Sunday; greasing their boots, mending their suspenders, plaiting whiplashes.
1993_147964_000004_000001	Jake was sure he could get through on horseback, and bring home our things in saddle-bags; but grandfather told him the roads would be obliterated, and a newcomer in the country would be lost ten times over.	Jake was sure he could get through on horseback, and bring home our things in saddle bags; but grandfather told him the roads would be obliterated, and a newcomer in the country would be lost ten times over.
1993_147964_000005_000000	We decided to have a country Christmas, without any help from town.	We decided to have a country Christmas, without any help from town.
1993_147964_000005_000001	I had wanted to get some picture-books for Yulka and Antonia; even Yulka was able to read a little now.	I had wanted to get some picture books for Yulka and Antonia; even Yulka was able to read a little now.
1993_147964_000005_000003	She cut squares of cotton cloth and we sewed them together into a book.	She cut squares of cotton cloth and we sewed them together into a book.
1993_147964_000005_000004	We bound it between pasteboards, which I covered with brilliant calico, representing scenes from a circus.	We bound it between pasteboards, which I covered with brilliant calico, representing scenes from a circus.
1993_147964_000005_000005	For two days I sat at the dining-room table, pasting this book full of pictures for Yulka.	For two days I sat at the dining room table, pasting this book full of pictures for Yulka.
1993_147964_000005_000006	We had files of those good old family magazines which used to publish colored lithographs of popular paintings, and I was allowed to use some of these.	We had files of those good old family magazines which used to publish colored lithographs of popular paintings, and I was allowed to use some of these.
1993_147964_000005_000007	I took "Napoleon Announcing the Divorce to Josephine" for my frontispiece.	I took "Napoleon Announcing the Divorce to Josephine" for my frontispiece.
1993_147964_000005_000008	On the white pages I grouped Sunday-School cards and advertising cards which I had brought from my "old country." Fuchs got out the old candle-moulds and made tallow candles.	On the white pages I grouped Sunday School cards and advertising cards which I had brought from my "old country." Fuchs got out the old candle moulds and made tallow candles.
1993_147964_000005_000009	Grandmother hunted up her fancy cake-cutters and baked gingerbread men and roosters, which we decorated with burnt sugar and red cinnamon drops.	Grandmother hunted up her fancy cake cutters and baked gingerbread men and roosters, which we decorated with burnt sugar and red cinnamon drops.
1993_147964_000006_000000	On the day before Christmas, Jake packed the things we were sending to the Shimerdas in his saddle-bags and set off on grandfather's gray gelding. When he mounted his horse at the door, I saw that he had a hatchet slung to his belt, and he gave grandmother a meaning look which told me he was planning a surprise for me.	On the day before Christmas, Jake packed the things we were sending to the Shimerdas in his saddle bags and set off on grandfather's gray gelding. When he mounted his horse at the door, I saw that he had a hatchet slung to his belt, and he gave grandmother a meaning look which told me he was planning a surprise for me.
1993_147964_000006_000003	I put on my cap and ran out to meet Jake.	I put on my cap and ran out to meet Jake.
1993_147964_000006_000004	When I got to the pond I could see that he was bringing in a little cedar tree across his pommel.	When I got to the pond I could see that he was bringing in a little cedar tree across his pommel.
1993_147964_000006_000005	He used to help my father cut Christmas trees for me in Virginia, and he had not forgotten how much I liked them.	He used to help my father cut Christmas trees for me in Virginia, and he had not forgotten how much I liked them.
1993_147964_000007_000002	The cedar was about five feet high and very shapely.	The cedar was about five feet high and very shapely.
1993_147964_000007_000004	Its real splendors, however, came from the most unlikely place in the world--from Otto's cowboy trunk.	Its real splendors, however, came from the most unlikely place in the world-from Otto's cowboy trunk.
1993_147964_000007_000009	Our tree became the talking tree of the fairy tale; legends and stories nestled like birds in its branches.	Our tree became the talking tree of the fairy tale; legends and stories nestled like birds in its branches.
1993_147964_000007_000011	We put sheets of cotton wool under it for a snow-field, and Jake's pocket-mirror for a frozen lake.	We put sheets of cotton wool under it for a snow field, and Jake's pocket mirror for a frozen lake.
1993_147964_000008_000000	I can see them now, exactly as they looked, working about the table in the lamplight: Jake with his heavy features, so rudely moulded that his face seemed, somehow, unfinished; Otto with his half-ear and the savage scar that made his upper lip curl so ferociously under his twisted mustache.	I can see them now, exactly as they looked, working about the table in the lamplight: Jake with his heavy features, so rudely moulded that his face seemed, somehow, unfinished; Otto with his half ear and the savage scar that made his upper lip curl so ferociously under his twisted mustache.
1993_147964_000008_000001	As I remember them, what unprotected faces they were; their very roughness and violence made them defenseless.	As I remember them, what unprotected faces they were; their very roughness and violence made them defenseless.
