6345_93306_000003_000000	THE last strains of the ill-treated, ill-fated "Intermezzo" had died away, and after them had died away also the rumbling of the wheels of the murderous barrel-organ that had so gaily executed that, along with the nine other tunes of its repertory, to the admiration of the housemaid at the window of the house opposite, and the crowing delight of the two babies next door.	THE last strains of the ill treated, ill fated "Intermezzo" had died away, and after them had died away also the rumbling of the wheels of the murderous barrel organ that had so gaily executed that, along with the nine other tunes of its repertory, to the admiration of the housemaid at the window of the house opposite, and the crowing delight of the two babies next door.
6345_93306_000004_000000	The young man drew a deep breath of relief, and lighted the wax candles in the solid silver candlesticks on his writing-table, for now the late summer dusk was falling, and that organ, please Heaven, made full the measure of the day's appointed torture.	The young man drew a deep breath of relief, and lighted the wax candles in the solid silver candlesticks on his writing table, for now the late summer dusk was falling, and that organ, please Heaven, made full the measure of the day's appointed torture.
6345_93306_000004_000001	There had been five organs since dinner--and seven in the afternoon--one and all urgently thumping their heavy melodies into his brain, to the confusion of the thoughts that waited there, eager to marshal themselves, orderly and firm, into the phalanx of an article on "The Decadence of Criticism."	There had been five organs since dinner-and seven in the afternoon-one and all urgently thumping their heavy melodies into his brain, to the confusion of the thoughts that waited there, eager to marshal themselves, orderly and firm, into the phalanx of an article on "The Decadence of Criticism."
6345_93306_000005_000000	He filled his pipe, drew paper towards him, dipped his pen, and wrote his title on the blank page.	He filled his pipe, drew paper towards him, dipped his pen, and wrote his title on the blank page.
6345_93306_000005_000002	After all, it was a "quiet neighbourhood" as the advertisement had said--at any rate, in the evening: and in the evening a man's best efforts--	After all, it was a "quiet neighbourhood" as the advertisement had said-at any rate, in the evening: and in the evening a man's best efforts-
6345_93306_000006_000001	He sprang to his feet--this was, indeed, too much!	He sprang to his feet-this was, indeed, too much!
6345_93306_000008_000000	and so forth.	and so forth.
6345_93306_000008_000001	The performer was evidently singing "under her voice," but the effect was charming.	The performer was evidently singing "under her voice," but the effect was charming.
6345_93306_000008_000002	He stood with his hand on the curtain, listening--and with a pleasure that astonished him.	He stood with his hand on the curtain, listening-and with a pleasure that astonished him.
6345_93306_000008_000004	Then there was silence--then a sigh, and the sound of light moving feet on the gravel.	Then there was silence-then a sigh, and the sound of light moving feet on the gravel.
6345_93306_000008_000005	He threw back the curtain and leaned out of the window.	He threw back the curtain and leaned out of the window.
6345_93306_000009_000000	"Here!" he called to the figure that moved slowly towards the gate.	"Here!" he called to the figure that moved slowly towards the gate.
6345_93306_000009_000001	She turned quickly, and came back two steps.	She turned quickly, and came back two steps.
6345_93306_000009_000002	She wore the dress of a Contadina, a very smart dress indeed, and her hands looked small and white.	She wore the dress of a Contadina, a very smart dress indeed, and her hands looked small and white.
6345_93306_000010_000000	"Won't you sing again?" he asked.	"Won't you sing again?" he asked.
6345_93306_000011_000000	She hesitated, then struck a chord or two and began another of those little tuneful Italian songs, all stars and flowers and hearts of gold. And again he listened with a quiet pleasure.	She hesitated, then struck a chord or two and began another of those little tuneful Italian songs, all stars and flowers and hearts of gold. And again he listened with a quiet pleasure.
6345_93306_000013_000000	Never had any act seemed so impossible.	Never had any act seemed so impossible.
