1993_147965_000001_000001	Jake and Otto shouted "Merry Christmas"! to me, and winked at each other when they saw the waffle-irons on the stove. Grandfather came down, wearing a white shirt and his Sunday coat.	Jake and Otto shouted "Merry Christmas"! to me, and winked at each other when they saw the waffle irons on the stove. Grandfather came down, wearing a white shirt and his Sunday coat.
1993_147965_000001_000002	Morning prayers were longer than usual.	Morning prayers were longer than usual.
1993_147965_000001_000003	He read the chapters from St. Matthew about the birth of Christ, and as we listened it all seemed like something that had happened lately, and near at hand.	He read the chapters from saint Matthew about the birth of Christ, and as we listened it all seemed like something that had happened lately, and near at hand.
1993_147965_000001_000004	In his prayer he thanked the Lord for the first Christmas, and for all that it had meant to the world ever since.	In his prayer he thanked the Lord for the first Christmas, and for all that it had meant to the world ever since.
1993_147965_000001_000005	He gave thanks for our food and comfort, and prayed for the poor and destitute in great cities, where the struggle for life was harder than it was here with us.	He gave thanks for our food and comfort, and prayed for the poor and destitute in great cities, where the struggle for life was harder than it was here with us.
1993_147965_000001_000006	Grandfather's prayers were often very interesting.	Grandfather's prayers were often very interesting.
1993_147965_000001_000007	He had the gift of simple and moving expression.	He had the gift of simple and moving expression.
1993_147965_000001_000008	Because he talked so little, his words had a peculiar force; they were not worn dull from constant use.	Because he talked so little, his words had a peculiar force; they were not worn dull from constant use.
1993_147965_000001_000009	His prayers reflected what he was thinking about at the time, and it was chiefly through them that we got to know his feelings and his views about things.	His prayers reflected what he was thinking about at the time, and it was chiefly through them that we got to know his feelings and his views about things.
1993_147965_000002_000000	After we sat down to our waffles and sausage, Jake told us how pleased the Shimerdas had been with their presents; even Ambrosch was friendly and went to the creek with him to cut the Christmas tree.	After we sat down to our waffles and sausage, Jake told us how pleased the Shimerdas had been with their presents; even Ambrosch was friendly and went to the creek with him to cut the Christmas tree.
1993_147965_000002_000001	It was a soft gray day outside, with heavy clouds working across the sky, and occasional squalls of snow.	It was a soft gray day outside, with heavy clouds working across the sky, and occasional squalls of snow.
1993_147965_000002_000002	There were always odd jobs to be done about the barn on holidays, and the men were busy until afternoon.	There were always odd jobs to be done about the barn on holidays, and the men were busy until afternoon.
1993_147965_000002_000003	Then Jake and I played dominoes, while Otto wrote a long letter home to his mother.	Then Jake and I played dominoes, while Otto wrote a long letter home to his mother.
1993_147965_000002_000004	He always wrote to her on Christmas Day, he said, no matter where he was, and no matter how long it had been since his last letter.	He always wrote to her on Christmas Day, he said, no matter where he was, and no matter how long it had been since his last letter.
1993_147965_000002_000005	All afternoon he sat in the dining-room.	All afternoon he sat in the dining room.
1993_147965_000003_000000	At about four o'clock a visitor appeared: Mr. Shimerda, wearing his rabbit-skin cap and collar, and new mittens his wife had knitted.	At about four o'clock a visitor appeared: mr Shimerda, wearing his rabbit skin cap and collar, and new mittens his wife had knitted.
1993_147965_000003_000001	He had come to thank us for the presents, and for all grandmother's kindness to his family.	He had come to thank us for the presents, and for all grandmother's kindness to his family.
1993_147965_000003_000003	This feeling seemed completely to take possession of Mr. Shimerda.	This feeling seemed completely to take possession of mr Shimerda.
1993_147965_000003_000004	I suppose, in the crowded clutter of their cave, the old man had come to believe that peace and order had vanished from the earth, or existed only in the old world he had left so far behind.	I suppose, in the crowded clutter of their cave, the old man had come to believe that peace and order had vanished from the earth, or existed only in the old world he had left so far behind.
1993_147965_000003_000005	He sat still and passive, his head resting against the back of the wooden rocking-chair, his hands relaxed upon the arms.	He sat still and passive, his head resting against the back of the wooden rocking chair, his hands relaxed upon the arms.
1993_147965_000003_000006	His face had a look of weariness and pleasure, like that of sick people when they feel relief from pain.	His face had a look of weariness and pleasure, like that of sick people when they feel relief from pain.
1993_147965_000003_000007	Grandmother insisted on his drinking a glass of Virginia apple-brandy after his long walk in the cold, and when a faint flush came up in his cheeks, his features might have been cut out of a shell, they were so transparent.	Grandmother insisted on his drinking a glass of Virginia apple brandy after his long walk in the cold, and when a faint flush came up in his cheeks, his features might have been cut out of a shell, they were so transparent.
1993_147965_000003_000008	He said almost nothing, and smiled rarely; but as he rested there we all had a sense of his utter content.	He said almost nothing, and smiled rarely; but as he rested there we all had a sense of his utter content.
1993_147965_000005_000000	As it grew dark, I asked whether I might light the Christmas tree before the lamp was brought.	As it grew dark, I asked whether I might light the Christmas tree before the lamp was brought.
1993_147965_000005_000001	When the candle ends sent up their conical yellow flames, all the colored figures from Austria stood out clear and full of meaning against the green boughs.	When the candle ends sent up their conical yellow flames, all the colored figures from Austria stood out clear and full of meaning against the green boughs.
1993_147965_000005_000003	His long body formed a letter "S." I saw grandmother look apprehensively at grandfather. He was rather narrow in religious matters, and sometimes spoke out and hurt people's feelings.	His long body formed a letter "S." I saw grandmother look apprehensively at grandfather. He was rather narrow in religious matters, and sometimes spoke out and hurt people's feelings.
1993_147965_000006_000000	We persuaded our guest to stay for supper with us.	We persuaded our guest to stay for supper with us.
1993_147965_000006_000001	He needed little urging.	He needed little urging.
1993_147965_000006_000002	As we sat down to the table, it occurred to me that he liked to look at us, and that our faces were open books to him.	As we sat down to the table, it occurred to me that he liked to look at us, and that our faces were open books to him.
1993_147965_000006_000003	When his deep-seeing eyes rested on me, I felt as if he were looking far ahead into the future for me, down the road I would have to travel.	When his deep seeing eyes rested on me, I felt as if he were looking far ahead into the future for me, down the road I would have to travel.
1993_147965_000007_000000	At nine o'clock Mr. Shimerda lighted one of our lanterns and put on his overcoat and fur collar.	At nine o'clock mr Shimerda lighted one of our lanterns and put on his overcoat and fur collar.
1993_147965_000007_000001	He stood in the little entry hall, the lantern and his fur cap under his arm, shaking hands with us.	He stood in the little entry hall, the lantern and his fur cap under his arm, shaking hands with us.
1993_147965_000007_000003	As we turned back to the sitting-room, grandfather looked at me searchingly.	As we turned back to the sitting room, grandfather looked at me searchingly.
1993_147965_000007_000004	"The prayers of all good people are good," he said quietly.	"The prayers of all good people are good," he said quietly.
